HeatNo,TotalIngotsWeight,PouringScrap,OtherScrap,Last_EOP,Cr_Last_EOP,Cr_Final,LFVD_FeCrA,LFVD_FeCrC,Ni_Last_EOP,Ni_Final,LFVD_NiGran,LFVD_NiKatode,Mo_Last_EOP,Mo_Final,LFVD_FeMo,LFVD_Polymox,V_Last_EOP,V_Final,LFVD_FeV,W_Last_EOP,W_Final,LFVD_FeW72,LFVD_WPaketi,Cr_LowerLimit,Cr_Target,Cr_UpperLimit,Mo_LowerLimit,Mo_Target,Mo_UpperLimit,Ni_LowerLimit,Ni_Target,Ni_UpperLimit,V_LowerLimit,V_Target,V_UpperLimit,W_LowerLimit,W_Target,W_UpperLimit,LFVD_AlBloki,LFVD_AlGran,LFVD_AlOplašèenaŽica,LFVD_AlŽica,LFVD_BelaŽlindra,LFVD_Boksit,LFVD_CASIfi13,LFVD_CaO,LFVD_CaSi,LFVD_Cfi13,LFVD_CoMet,LFVD_Cu,LFVD_EPŽŽlindra,LFVD_FeAl,LFVD_FeB,LFVD_FeBŽica,LFVD_FeCrC51,LFVD_FeCrCSi,LFVD_FeCrNit,LFVD_FeMnA,LFVD_FeMnC,LFVD_FeNbTa,LFVD_FeNbTafi13,LFVD_FeS,LFVD_FeSi,LFVD_FeSiZrŽica,LFVD_FeTi,LFVD_FeTifi13,LFVD_KalcijevKarbid,LFVD_KarboritMleti,LFVD_KarboritZaVpih,LFVD_Kisik,LFVD_MnMet,LFVD_Molyquick,LFVD_Ni90,LFVD_NiOksid,LFVD_OdpCu,LFVD_SLAGMAG65B,LFVD_SiMet,LFVD_SiMn,LFVD_SintŽlindra,LFVD_SŽica,LFVD_LastTemperature,LFVD_AlloyWeight,LFVD_NonMetalInclusionsWeight,31CRV3,CRMO OSTRUŽKI,CRV,E3,E40,E6,E8,ECN150,EMCR,OCR12,OCR12SP,OCR12VM,OCR12VM OSTRUŽKI,OH252,OH255,OSIKRO3,OSIKRO4,PK2,PK5,PK5M,PT181,PT929,UTOP1,UTOPMO2,UTOPMO4,VCMO230,PV_12MN,PV_145V33,PV_18MNCR4,PV_19MNCR18,PV_214N,PV_28304N,PV_31CRV3,PV_BRC,PV_BRC3,PV_BRCMO,PV_BRCMO2,PV_BRCV,PV_BRM,PV_BRM1,PV_BRM2,PV_BRM2_OSTRUŽKI,PV_BRU,PV_BRW,PV_BRW1,PV_CK10,PV_CRMO_DROBIŽ,PV_CRMO_OSTRUŽKI,PV_CRV,PV_CRV2,PV_CRV3,PV_CRV3_OSTRUŽKI,PV_EC80,PV_ECN150,PV_ECN35,PV_EMCR,PV_INVAR36,PV_MKK,PV_OC100EX,PV_OCR12,PV_OCR12EX,PV_OCR12SP,PV_OCR12SPW,PV_OCR12VM,PV_OCR12VM_OSTRUŽKI,PV_OCR4PR,PV_OCR8VMS,PV_OCR8W,PV_OCR8W_OSTRUŽKI,PV_OH236NI,PV_OH239,PV_OH250,PV_OH252,PV_OH255,PV_OH257,PV_OH258,PV_OH260,PV_OH807,PV_OSIKRO3,PV_OSIKRO4,PV_OSV1,PV_OV862,PV_OW1,PV_OW4,PV_OW6,PV_PK10,PV_PK11,PV_PK11S,PV_PK12,PV_PK13,PV_PK15,PV_PK19,PV_PK2,PV_PK20,PV_PK2SP,PV_PK332,PV_PK335,PV_PK335_OSTRUŽKI,PV_PK338,PV_PK340,PV_PK343,PV_PK346,PV_PK3NI,PV_PK5,PV_PK5M,PV_PK939,PV_PK942,PV_PKAS,PV_PKTB,PV_PO102,PV_PO180,PV_POSEBNA_JEKLA_OSTRUŽKI,PV_PT181,PV_PT202,PV_PT212,PV_PT929,PV_RAVNAL2,PV_RAVNIN2,PV_RAVNIN3,PV_RAVNIN4,PV_SIVA_LITINA,PV_TMCN1,PV_TMCN2,PV_TMCN2_OSTRUŽKI,PV_UTOP1,PV_UTOP2,PV_UTOP3,PV_UTOP33,PV_UTOPCO,PV_UTOPCO2,PV_UTOPCO3,PV_UTOPEX1,PV_UTOPEX3,PV_UTOPMO2,PV_UTOPMO4,PV_UTOPMO6,PV_UTOPMONI,PV_UTOPNICU,PV_UTOPSP,PV_UTOPTI,PV_VCMO140,PV_VCMO230,PV_VCNMO200,PV_VCNMO200_DROBIŽ,PV_X45,PV_E1,PV_E3,PV_E40,PV_E6,PV_E8,PV_GRODELJ,PV_Kore,FeCr,FeNi,FeMo,FeV,FeW
81132,43800.0,800.0,1400.0,2.0,11.14,11.37,0.0,480.0,0.23,0.22,0.0,0.0,0.61,0.75,115.0,0.0,0.278,0.64,205.0,0.06,0.09,0.0,0.0,11.1,11.26,11.75,0.7,0.73,0.85,0,0,0.3,0.62,0.66,0.75,0,0,0.2,6,0,0.0,0.0,0,230,13.4,500,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,100,75,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1014,830,0.0,0.0,0.0,0.0,0.0,13100.0,0.0,0.0,0.0,0.0,0.0,20000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13100,0,0,0,480.0,0,115.0,205.0,0.0
81133,46920.0,600.0,2000.0,2.0,11.18,11.43,0.0,600.0,0.17,0.17,0.0,0.0,0.71,0.72,55.0,0.0,0.318,0.91,85.0,0.05,0.09,0.0,0.0,11.1,11.46,11.75,0.7,0.73,0.85,0,0,0.3,0.9,0.94,1.0,0,0,0.2,10,0,1.9,0.0,0,150,14.6,650,0,33.4,0,0,150,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,950,950,0.0,0.0,0.0,0.0,0.0,14500.0,0.0,0.0,0.0,0.0,0.0,25000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,0,0,0,600.0,0,55.0,85.0,0.0
81134,51800.0,1000.0,1000.0,3.0,11.08,11.36,0.0,740.0,0.17,0.18,0.0,0.0,0.75,0.76,55.0,0.0,0.366,0.81,300.0,0.05,0.1,0.0,0.0,11.1,11.46,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,15,0,3.9,0.0,0,140,16.2,600,0,17.4,0,0,150,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,50,125,0,0,0,0,0,0,0,0,0,15,0,0.0,1455.0,1377,940,0.0,0.0,0.0,0.0,0.0,14600.0,0.0,0.0,0.0,0.0,0.0,25000.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14600,0,0,0,740.0,0,55.0,300.0,0.0
81136,42840.0,600.0,1000.0,2.0,11.35,11.46,0.0,290.0,0.15,0.15,0.0,0.0,0.76,0.75,0.0,0.0,0.206,0.95,438.0,0.01,0.04,0.0,0.0,11.1,11.46,11.75,0.7,0.73,0.85,0,0,0.25,0.9,0.94,1.0,0,0,0.15,9,0,0.0,0.0,0,120,14.6,500,0,0.0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,23,0,0,0,0,175,0,0,0,0,0,0,0,0,0,330,0,0.0,1455.0,1325,620,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,290.0,0,0.0,438.0,0.0
81140,49440.0,800.0,200.0,2.0,11.64,11.73,0.0,420.0,0.23,0.24,0.0,0.0,1.01,0.84,100.0,0.0,0.135,0.85,435.0,0.01,0.03,0.0,0.0,11.5,11.73,12.0,0.8,0.83,0.9,0,0,0.3,0.8,0.84,0.92,0,0,0.2,10,0,4.8,0.0,0,100,15.0,610,0,0.0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,120,0,0,0,25,120,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1305,735,0.0,0.0,0.0,0.0,0.0,24200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24200,0,0,0,420.0,0,100.0,435.0,0.0
81145,50400.0,1000.0,100.0,3.0,10.72,11.26,0.0,600.0,0.22,0.2,0.0,0.0,0.5,0.73,180.0,0.0,0.244,0.65,60.0,0.05,0.09,0.0,0.0,11.1,11.26,11.75,0.7,0.73,0.85,0,0,0.3,0.62,0.66,0.75,0,0,0.2,7,0,4.8,0.0,0,80,14.8,500,0,24.7,0,0,80,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1432,660,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,25000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,600.0,0,180.0,60.0,0.0
81156,48410.0,800.0,1100.0,2.0,10.66,11.33,0.0,780.0,0.19,0.2,0.0,0.0,0.66,0.75,90.0,0.0,0.305,0.75,290.0,0.04,0.07,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,16,0,2.9,0.0,0,180,14.8,500,0,24.7,0,0,150,0,0,0,0,0,0,0,60,0,0,0,150,0,0,0,50,155,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1584,880,0.0,0.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0,25000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,780.0,0,90.0,290.0,0.0
81157,48410.0,800.0,800.0,2.0,11.43,11.63,0.0,230.0,0.15,0.16,0.0,0.0,0.69,0.77,77.0,0.0,0.382,0.94,356.0,0.04,0.07,0.0,0.0,11.5,11.65,12.0,0.75,0.77,0.8,0,0,0.25,0.9,0.95,1.0,0,0,0.15,5,0,0.0,0.0,0,190,35.3,550,0,14.5,0,0,150,0,0,0,0,0,0,0,25,0,0,0,10,0,0,0,50,90,0,0,0,0,0,0,0,0,0,100,0,0.0,1455.0,942,940,0.0,0.0,0.0,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,230.0,0,77.0,356.0,0.0
81166,44850.0,400.0,1500.0,2.0,11.11,11.19,0.0,250.0,0.22,0.22,0.0,0.0,0.67,0.75,40.0,40.0,0.366,0.97,390.0,0.06,0.08,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.9,0.94,1.0,0,0,0.2,10,0,1.0,0.0,0,110,36.2,500,0,8.7,0,0,150,0,0,0,0,0,0,0,40,0,0,0,135,0,0,0,50,195,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1146,810,0.0,0.0,0.0,0.0,0.0,7400.0,0.0,0.0,0.0,0.0,0.0,30000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7400,0,0,0,250.0,0,40.0,390.0,0.0
81184,56000.0,1000.0,1000.0,2.0,11.0,11.7,0.0,1400.0,0.16,0.18,0.0,0.0,0.76,0.73,100.0,0.0,0.181,0.92,585.0,0.1,0.14,0.0,0.0,11.5,11.65,12.0,0.7,0.73,0.8,0,0,0.3,0.9,0.95,1.0,0,0,0.2,16,0,3.5,0.0,0,180,17.4,600,0,0.0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,50,145,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,2326,980,0.0,0.0,30000.0,0.0,0.0,9300.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9300,0,0,0,1400.0,0,100.0,585.0,0.0
81206,50400.0,1000.0,700.0,3.0,0.0,11.64,150.0,500.0,0.0,0.17,0.0,0.0,0.0,0.84,160.0,0.0,0.0,0.85,475.0,0.0,0.14,0.0,0.0,11.5,11.66,11.75,0.7,0.73,0.8,0,0,0.25,0.9,0.94,1.0,0,0,0.15,5,0,1.0,0.0,0,140,15.5,600,0,0.0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,50,300,0,0,0,0,0,0,0,0,0,125,0,0.0,1455.0,1812,940,0.0,0.0,20000.0,0.0,0.0,17700.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17700,0,0,0,650.0,0,160.0,475.0,0.0
81207,49440.0,800.0,800.0,3.0,9.94,11.69,0.0,1140.0,0.19,0.18,0.0,0.0,0.63,0.74,60.0,50.0,0.127,0.96,555.0,0.19,0.19,0.0,0.0,11.5,11.65,12.0,0.7,0.73,0.8,0,0,0.3,0.9,0.95,1.0,0,0,0.2,20,0,3.9,0.0,0,120,58.8,550,0,17.4,0,0,150,0,0,0,0,0,0,0,30,0,0,0,120,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,2105,870,0.0,0.0,20000.0,0.0,0.0,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0,0,1140.0,0,60.0,555.0,0.0
81208,48830.0,1000.0,100.0,3.0,11.81,11.56,0.0,0.0,0.2,0.17,0.0,0.0,0.65,0.82,90.0,70.0,0.134,0.93,510.0,0.06,0.08,0.0,0.0,11.5,11.66,12.0,0.8,0.84,0.9,0,0,0.25,0.9,0.94,1.0,0,0,0.15,7,0,0.0,0.0,0,120,70.5,600,0,17.4,0,0,0,0,0,0,0,0,0,0,30,0,0,0,100,0,0,0,20,255,0,0,0,0,0,0,0,0,0,100,0,0.0,1455.0,1250,740,0.0,0.0,0.0,0.0,0.0,13600.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13600,0,0,0,0.0,0,90.0,510.0,0.0
81214,50400.0,1000.0,100.0,2.0,10.32,11.4,0.0,1300.0,0.22,0.22,0.0,0.0,0.59,0.72,131.0,0.0,0.387,0.77,249.0,0.05,0.08,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,23,0,0.0,0.0,0,150,15.5,500,0,31.9,0,0,0,0,0,0,0,0,0,0,59,0,0,0,170,0,0,0,50,125,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,2105,700,0.0,0.0,0.0,0.0,0.0,10400.0,0.0,0.0,0.0,0.0,0.0,30000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,0,1300.0,0,131.0,249.0,0.0
81215,47380.0,800.0,1600.0,2.0,11.69,11.46,0.0,403.0,0.21,0.21,0.0,0.0,0.58,0.72,113.0,0.0,0.414,0.75,212.0,0.07,0.1,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,18,0,2.9,0.0,0,50,15.0,300,0,26.1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,147,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1188,350,0.0,0.0,0.0,0.0,0.0,9100.0,0.0,0.0,0.0,0.0,0.0,30000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9100,0,0,0,403.0,0,113.0,212.0,0.0
81226,48410.0,800.0,2800.0,2.0,11.42,11.63,50.0,940.0,0.18,0.18,0.0,0.0,0.67,0.84,165.0,0.0,0.293,0.88,370.0,0.02,0.07,0.0,0.0,11.5,11.66,11.75,0.7,0.73,0.8,0,0,0.25,0.9,0.94,1.0,0,0,0.15,15,0,0.0,0.0,0,140,15.5,650,0,0.0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,140,0,0,0,50,230,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1991,840,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,990.0,0,165.0,370.0,0.0
81236,45940.0,1200.0,3500.0,2.0,10.89,11.66,0.0,720.0,0.21,0.2,0.0,0.0,0.62,0.81,190.0,0.0,0.262,0.93,425.0,0.03,0.08,0.0,0.0,11.5,11.73,12.0,0.8,0.83,0.9,0,0,0.25,0.8,0.84,0.92,0,0,0.15,0,0,0.0,0.0,0,210,15.0,700,0,5.8,0,0,90,0,0,0,0,0,0,0,50,0,0,0,180,0,0,0,50,125,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1711,1050,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,720.0,0,190.0,425.0,0.0
81241,44400.0,400.0,500.0,2.0,10.63,11.28,0.0,660.0,0.2,0.19,0.0,0.0,0.62,0.75,35.0,70.0,0.448,0.77,188.0,0.07,0.09,0.0,0.0,11.1,11.36,11.75,0.7,0.73,0.85,0,0,0.3,0.72,0.76,0.85,0,0,0.2,8,0,1.0,0.0,0,150,13.9,450,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,50,45,0,0,0,0,0,0,0,0,0,0,0,0.0,1455.0,1105,650,0.0,0.0,0.0,0.0,0.0,5900.0,0.0,0.0,0.0,0.0,0.0,30000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900,0,0,0,660.0,0,35.0,188.0,0.0
