HeatNo,TotalIngotsWeight,PouringScrap,OtherScrap,Cr_Last_EOP,Cr_Final,E3,E6,E8,OCR12,OCR12VM,UTOPMO2,UTOPMO4,PV_E1,PV_E3,PV_E40,PV_E6,PV_E8,FeCr
71601,52230.0,800.0,1000.0,,11.48,43700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43700,0,0,0,1900.0
71602,49290.0,1000.0,2500.0,,11.58,42100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42100,0,0,0,2000.0
71609,45210.0,800.0,1500.0,,11.51,0.0,0.0,1300.0,0.0,49000.0,0.0,0.0,0,0,0,0,1300,200.0
71610,46880.0,600.0,400.0,,11.56,0.0,16600.0,0.0,20000.0,0.0,0.0,0.0,0,0,0,16600,0,0.0
71616,42000.0,600.0,100.0,,11.6,0.0,0.0,1500.0,0.0,50000.0,0.0,0.0,0,0,0,0,1500,0.0
71638,47380.0,400.0,2200.0,,11.58,0.0,16600.0,0.0,0.0,20000.0,10000.0,0.0,0,0,0,16600,0,200.0
71641,45830.0,900.0,2000.0,,11.86,0.0,13800.0,0.0,0.0,20000.0,10000.0,0.0,0,0,0,13800,0,0.0
71642,48100.0,1000.0,800.0,,11.61,0.0,13200.0,0.0,0.0,20000.0,10000.0,0.0,0,0,0,13200,0,400.0
71643,49400.0,1000.0,500.0,,11.75,0.0,13200.0,0.0,0.0,20000.0,10000.0,0.0,0,0,0,13200,0,450.0
71644,49440.0,800.0,400.0,,11.59,0.0,13200.0,0.0,0.0,20000.0,10000.0,0.0,0,0,0,13200,0,900.0
71756,48100.0,500.0,1600.0,,11.67,43400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43400,0,0,0,1300.0
71765,48100.0,1000.0,1000.0,,11.74,43600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43600,0,0,0,1050.0
71774,48410.0,400.0,2500.0,,11.72,43700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43700,0,0,0,650.0
71777,48100.0,1000.0,1200.0,,11.79,0.0,23000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23000,0,400.0
71778,47380.0,600.0,200.0,,11.75,0.0,23000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23000,0,350.0
71780,44850.0,800.0,300.0,,11.71,0.0,22000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22000,0,0.0
71807,48100.0,500.0,400.0,,11.78,0.0,0.0,2000.0,0.0,47500.0,0.0,0.0,0,0,0,0,2000,250.0
71815,45120.0,500.0,1000.0,,11.39,0.0,0.0,2000.0,0.0,46000.0,0.0,0.0,0,0,0,0,2000,500.0
71816,43800.0,1000.0,500.0,,11.46,0.0,0.0,2200.0,0.0,45000.0,0.0,0.0,0,0,0,0,2200,620.0
71855,41600.0,800.0,500.0,,11.63,0.0,18500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,18500,0,500.0
71856,41200.0,800.0,500.0,,11.69,0.0,22600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22600,0,790.0
71864,,,,,11.35,0.0,0.0,20100.0,0.0,21000.0,0.0,0.0,0,0,0,0,20100,600.0
71865,,,,,11.54,0.0,0.0,20100.0,0.0,21000.0,0.0,0.0,0,0,0,0,20100,500.0
71867,50700.0,500.0,100.0,,11.65,0.0,22500.0,0.0,0.0,21000.0,0.0,0.0,0,0,0,22500,0,100.0
71870,43740.0,600.0,300.0,,11.4,0.0,0.0,20200.0,0.0,21030.0,0.0,0.0,0,0,0,0,20200,500.0
71876,49400.0,1000.0,800.0,,11.63,0.0,24800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,24800,0,80.0
71877,48410.0,800.0,1100.0,,11.45,0.0,24500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,24500,0,1400.0
71878,49440.0,800.0,1000.0,,,43500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43500,0,0,0,1900.0
71890,47380.0,800.0,3000.0,,11.7,43100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43100,0,0,0,2000.0
71891,49400.0,1000.0,1800.0,,11.73,0.0,27800.0,0.0,0.0,16000.0,0.0,0.0,0,0,0,27800,0,1100.0
71900,44290.0,800.0,1500.0,,11.69,0.0,27700.0,0.0,0.0,16000.0,0.0,0.0,0,0,0,27700,0,600.0
71901,49440.0,800.0,3000.0,,11.96,0.0,27600.0,0.0,0.0,16000.0,0.0,0.0,0,0,0,27600,0,0.0
71904,45390.0,800.0,300.0,,11.86,41600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41600,0,0,0,1030.0
71906,42765.0,800.0,600.0,,11.26,0.0,26500.0,0.0,0.0,16000.0,0.0,0.0,0,0,0,26500,0,700.0
71910,48100.0,1000.0,500.0,,11.77,0.0,17000.0,0.0,0.0,16000.0,10000.0,0.0,0,0,0,17000,0,800.0
71930,48100.0,500.0,1200.0,,11.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1200.0
71931,49440.0,400.0,1200.0,,11.54,0.0,20900.0,0.0,0.0,16000.0,10000.0,0.0,0,0,0,20900,0,0.0
71944,49400.0,1000.0,800.0,,11.68,0.0,20600.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,20600,0,1400.0
71945,47380.0,600.0,1200.0,,11.83,0.0,20700.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,20700,0,0.0
71951,48410.0,400.0,100.0,,11.72,43600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43600,0,0,0,100.0
71955,48410.0,900.0,800.0,,11.69,43400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43400,0,0,0,850.0
71957,49440.0,800.0,1000.0,,11.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,150.0
71959,48340.0,400.0,1000.0,,11.81,43700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43700,0,0,0,1300.0
71960,43600.0,300.0,1400.0,,11.45,0.0,19900.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,19900,0,500.0
71963,47380.0,400.0,1400.0,,11.28,0.0,26500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,26500,0,950.0
71987,,,,,11.7,43500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43500,0,0,0,700.0
71988,,,,,11.63,43300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43300,0,0,0,480.0
71989,,,,,11.65,43100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43100,0,0,0,640.0
71990,48410.0,400.0,800.0,,11.69,0.0,19000.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,19000,0,165.0
71991,48410.0,400.0,800.0,,11.77,0.0,18500.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,18500,0,700.0
71992,45320.0,400.0,1500.0,,11.83,0.0,18700.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,18700,0,500.0
72025,47380.0,800.0,400.0,,11.72,0.0,26000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,26000,0,150.0
72026,47380.0,500.0,1300.0,,11.65,0.0,26100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,26100,0,0.0
72027,45820.0,1000.0,1000.0,,11.45,0.0,23900.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23900,0,550.0
72033,48100.0,1000.0,,,11.74,43500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43500,0,0,0,2300.0
72034,48410.0,800.0,800.0,,11.83,43500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43500,0,0,0,1700.0
72037,43060.0,600.0,1800.0,,11.49,0.0,0.0,1400.0,0.0,43000.0,0.0,0.0,0,0,0,0,1400,150.0
72040,43960.0,600.0,1500.0,,11.41,0.0,0.0,1700.0,0.0,46500.0,0.0,0.0,0,0,0,0,1700,450.0
72072,48410.0,400.0,1500.0,,11.33,0.0,23900.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23900,0,350.0
72073,43980.0,400.0,1000.0,,11.37,0.0,22200.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22200,0,220.0
72074,43600.0,500.0,500.0,,11.3,0.0,22200.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22200,0,70.0
72093,48410.0,800.0,2500.0,,11.6,0.0,22800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22800,0,1200.0
72094,47380.0,900.0,1800.0,,11.77,0.0,22900.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22900,0,0.0
72109,46800.0,900.0,1500.0,,11.6,0.0,25800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25800,0,500.0
72110,47380.0,900.0,1200.0,,12.08,0.0,25500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25500,0,600.0
72112,42920.0,400.0,200.0,,11.85,0.0,22200.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22200,0,0.0
72113,49440.0,400.0,1000.0,,11.59,0.0,23500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23500,0,400.0
72114,46350.0,800.0,1500.0,,11.76,0.0,23500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23500,0,700.0
72120,49440.0,400.0,400.0,,11.54,0.0,23800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23800,0,1020.0
72121,49600.0,500.0,200.0,,11.95,0.0,23600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23600,0,600.0
72134,45030.0,1000.0,800.0,,11.42,0.0,21100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21100,0,800.0
72136,46800.0,800.0,1500.0,,11.79,0.0,26000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,26000,0,0.0
72137,47380.0,600.0,1500.0,,11.66,0.0,26000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,26000,0,500.0
72138,43800.0,600.0,3000.0,,11.34,0.0,23100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23100,0,400.0
72155,44240.0,600.0,3000.0,,11.43,0.0,22500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22500,0,400.0
72157,44990.0,500.0,600.0,,11.83,0.0,16300.0,0.0,0.0,30000.0,0.0,0.0,0,0,0,16300,0,400.0
72199,46350.0,600.0,1000.0,,11.73,42700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42700,0,0,0,1200.0
72206,47560.0,600.0,2200.0,,11.26,43300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43300,0,0,0,1650.0
72212,49440.0,800.0,1200.0,,11.62,0.0,21600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21600,0,40.0
72216,47610.0,600.0,1100.0,,11.41,0.0,21000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21000,0,500.0
72217,45600.0,1200.0,600.0,,11.54,0.0,21900.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21900,0,500.0
72218,44700.0,600.0,1200.0,,11.48,0.0,21100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21100,0,400.0
72224,45500.0,,,,11.77,0.0,21300.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21300,0,200.0
72225,49440.0,,,,11.71,0.0,21100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21100,0,250.0
72236,47380.0,800.0,1000.0,,11.6,43400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43400,0,0,0,1080.0
72237,47380.0,800.0,1000.0,,11.62,43200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43200,0,0,0,1620.0
72238,43600.0,600.0,1000.0,,11.78,40700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40700,0,0,0,260.0
72240,47380.0,600.0,1200.0,,11.57,43500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43500,0,0,0,1000.0
72241,47880.0,600.0,1500.0,,11.52,0.0,20100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20100,0,100.0
72244,49440.0,800.0,800.0,,11.65,0.0,21600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21600,0,950.0
72245,46110.0,700.0,600.0,,11.37,0.0,20700.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20700,0,450.0
72246,45210.0,600.0,1100.0,,11.4,0.0,18900.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,18900,0,150.0
72279,48100.0,1000.0,1000.0,,11.77,0.0,25500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25500,0,1320.0
72281,49440.0,800.0,700.0,,11.74,0.0,25600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25600,0,700.0
72285,47380.0,800.0,2000.0,,11.68,0.0,25600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25600,0,0.0
72289,49440.0,800.0,500.0,,11.61,0.0,25900.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25900,0,1000.0
72307,49440.0,800.0,2000.0,,11.7,0.0,32000.0,0.0,0.0,10000.0,0.0,0.0,0,0,0,32000,0,1150.0
72308,43600.0,600.0,1000.0,,11.36,0.0,0.0,0.0,0.0,38200.0,0.0,0.0,0,0,0,0,0,0.0
72314,50700.0,1000.0,1000.0,,11.65,0.0,32500.0,0.0,0.0,10000.0,0.0,0.0,0,0,0,32500,0,1130.0
72315,49440.0,600.0,1200.0,,11.76,0.0,32400.0,0.0,0.0,10000.0,0.0,0.0,0,0,0,32400,0,0.0
72319,48100.0,1000.0,800.0,,11.71,0.0,32000.0,0.0,0.0,10000.0,0.0,0.0,0,0,0,32000,0,1150.0
72320,48410.0,800.0,1000.0,,11.63,0.0,32300.0,0.0,0.0,10000.0,0.0,0.0,0,0,0,32300,0,1300.0
72323,49440.0,800.0,900.0,,11.7,0.0,32300.0,0.0,0.0,10000.0,0.0,0.0,0,0,0,32300,0,650.0
72337,46950.0,600.0,1500.0,,11.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0
72343,47380.0,600.0,800.0,,11.79,0.0,32200.0,0.0,0.0,10000.0,0.0,0.0,0,0,0,32200,0,300.0
72344,49570.0,1000.0,2400.0,,11.51,0.0,40100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40100,0,1200.0
72345,45610.0,400.0,1500.0,,11.31,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0,0,0,0,0,1400.0
72349,45670.0,900.0,900.0,,11.66,42200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42200,0,0,0,800.0
72353,46660.0,1000.0,900.0,,11.3,43300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43300,0,0,0,900.0
72354,43040.0,400.0,3000.0,,11.31,0.0,21600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21600,0,600.0
72363,48410.0,800.0,800.0,,11.64,0.0,25800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25800,0,800.0
72364,48410.0,800.0,0.0,,11.68,0.0,25800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25800,0,1550.0
72372,48100.0,1000.0,2000.0,,11.75,0.0,25500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25500,0,1000.0
72373,47380.0,600.0,2400.0,,11.75,0.0,25500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25500,0,200.0
72374,49440.0,600.0,2000.0,,11.62,0.0,23500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,23500,0,400.0
72375,44240.0,1100.0,1900.0,,11.54,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,0,0,580.0
72381,46800.0,1000.0,1500.0,,11.75,0.0,24500.0,0.0,0.0,10000.0,10000.0,0.0,0,0,0,24500,0,700.0
72382,47380.0,800.0,1000.0,,11.68,0.0,24600.0,0.0,0.0,10000.0,10000.0,0.0,0,0,0,24600,0,800.0
72383,45520.0,900.0,0.0,,11.5,0.0,24600.0,0.0,0.0,10000.0,10000.0,0.0,0,0,0,24600,0,0.0
72386,48410.0,600.0,1000.0,,11.68,0.0,24700.0,0.0,0.0,10000.0,10000.0,0.0,0,0,0,24700,0,100.0
72420,49440.0,1000.0,4000.0,,11.69,0.0,15900.0,0.0,0.0,30000.0,0.0,0.0,0,0,0,15900,0,700.0
72421,46280.0,600.0,1000.0,,11.5,0.0,15500.0,0.0,0.0,30000.0,0.0,0.0,0,0,0,15500,0,500.0
72429,46580.0,800.0,700.0,,11.2,0.0,15900.0,0.0,0.0,30000.0,0.0,0.0,0,0,0,15900,0,1120.0
72430,42840.0,300.0,1200.0,,11.65,43200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43200,0,0,0,1190.0
72437,44390.0,,,,11.48,0.0,20200.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,20200,0,1600.0
72454,42230.0,1000.0,900.0,,11.6,0.0,22200.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22200,0,1300.0
72471,47380.0,800.0,300.0,,11.63,43900.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43900,0,0,0,1150.0
72474,47380.0,500.0,800.0,,11.7,0.0,22600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22600,0,370.0
72475,49000.0,500.0,500.0,,11.8,0.0,22100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22100,0,600.0
72476,48960.0,500.0,1100.0,,11.55,0.0,26000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,26000,0,300.0
72477,46150.0,600.0,1000.0,,11.22,0.0,26100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,26100,0,350.0
72480,48410.0,800.0,800.0,,11.69,0.0,22300.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22300,0,980.0
72481,49440.0,800.0,1500.0,,11.67,0.0,22600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22600,0,860.0
72494,47010.0,1000.0,900.0,,11.66,0.0,0.0,1600.0,0.0,45000.0,0.0,0.0,0,0,0,0,1600,1150.0
72509,46920.0,450.0,1300.0,,11.62,43500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43500,0,0,0,1600.0
72510,49400.0,400.0,500.0,,11.68,0.0,1300.0,0.0,0.0,45000.0,0.0,0.0,0,0,0,1300,0,1200.0
72540,49440.0,800.0,800.0,,11.6,0.0,21800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21800,0,500.0
72542,48410.0,800.0,1400.0,,11.54,0.0,21700.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21700,0,1100.0
72549,48960.0,600.0,800.0,,11.7,0.0,21700.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21700,0,1100.0
72550,49440.0,800.0,1100.0,,11.66,0.0,22000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,22000,0,900.0
72556,46030.0,800.0,2000.0,,11.47,0.0,20200.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20200,0,500.0
72565,49440.0,800.0,500.0,,11.67,0.0,21800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21800,0,530.0
72568,47380.0,800.0,500.0,,11.92,0.0,19800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,19800,0,0.0
72579,46920.0,600.0,1000.0,,11.49,0.0,20600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20600,0,500.0
72589,47380.0,400.0,400.0,,11.71,43800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43800,0,0,0,1000.0
72590,45320.0,800.0,800.0,,11.82,43400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43400,0,0,0,1100.0
72596,49400.0,750.0,1200.0,,11.71,0.0,20800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20800,0,950.0
72605,46920.0,600.0,1500.0,,11.47,0.0,20500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20500,0,360.0
72607,44520.0,1200.0,800.0,,11.72,42200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42200,0,0,0,2000.0
72608,46120.0,1000.0,2000.0,,11.89,0.0,20600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20600,0,0.0
72609,49440.0,800.0,100.0,,11.45,0.0,18700.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,18700,0,200.0
72610,43060.0,600.0,3000.0,,11.4,0.0,20400.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20400,0,250.0
72616,39480.0,1200.0,1800.0,,11.85,40300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40300,0,0,0,1350.0
72627,45630.0,900.0,500.0,,11.51,0.0,20500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20500,0,1070.0
72628,43740.0,600.0,1500.0,,11.38,0.0,15500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,15500,0,320.0
72644,49590.0,1000.0,2000.0,,11.7,0.0,21100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21100,0,1600.0
72654,46350.0,800.0,1100.0,,12.0,0.0,21500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21500,0,940.0
72659,45780.0,600.0,1000.0,,11.88,43000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43000,0,0,0,1300.0
72677,45730.0,600.0,2000.0,,11.43,0.0,19200.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,19200,0,300.0
72690,47380.0,800.0,200.0,,11.78,0.0,0.0,10500.0,0.0,20000.0,10000.0,0.0,0,0,0,0,10500,1450.0
72691,47370.0,600.0,1000.0,,11.78,0.0,0.0,10900.0,0.0,20000.0,10000.0,0.0,0,0,0,0,10900,500.0
72692,46350.0,800.0,0.0,,11.62,43300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43300,0,0,0,700.0
72702,48400.0,450.0,500.0,,11.68,0.0,0.0,10500.0,0.0,20000.0,10000.0,0.0,0,0,0,0,10500,900.0
72704,51750.0,800.0,1000.0,,11.47,0.0,17000.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,17000,0,550.0
72717,49400.0,600.0,1000.0,,11.7,0.0,20500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20500,0,100.0
72718,48410.0,800.0,3000.0,,11.77,0.0,21300.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21300,0,900.0
72720,41560.0,800.0,1800.0,,11.4,40800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40800,0,0,0,650.0
72722,50700.0,800.0,900.0,,11.71,0.0,21100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21100,0,550.0
72723,49440.0,800.0,900.0,,11.75,0.0,21300.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21300,0,350.0
72737,39480.0,1200.0,1000.0,,11.72,25400.0,15700.0,0.0,0.0,0.0,0.0,0.0,0,25400,0,15700,0,1520.0
72738,48960.0,450.0,700.0,,11.76,0.0,21700.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21700,0,900.0
72744,49400.0,1000.0,1000.0,,11.78,0.0,10100.0,0.0,0.0,15000.0,15000.0,0.0,0,0,0,10100,0,300.0
72745,48410.0,800.0,1000.0,,11.72,0.0,10300.0,0.0,0.0,15000.0,15000.0,0.0,0,0,0,10300,0,600.0
72747,48950.0,450.0,2000.0,,11.67,0.0,10500.0,0.0,0.0,15000.0,15000.0,0.0,0,0,0,10500,0,0.0
72757,42230.0,600.0,1000.0,,11.25,41200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41200,0,0,0,600.0
72772,46990.0,600.0,1500.0,,11.43,0.0,21600.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21600,0,300.0
72773,49400.0,800.0,3000.0,,11.87,0.0,20800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20800,0,700.0
72775,48410.0,800.0,400.0,,11.68,0.0,20500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20500,0,1000.0
72778,43800.0,800.0,2000.0,,11.28,0.0,0.0,23500.0,0.0,20000.0,0.0,0.0,0,0,0,0,23500,0.0
72783,47370.0,500.0,800.0,,11.62,0.0,20700.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20700,0,400.0
72786,46800.0,1000.0,1000.0,,11.82,0.0,20700.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20700,0,750.0
72790,45890.0,400.0,1000.0,,11.23,0.0,20700.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20700,0,200.0
72796,49440.0,600.0,1500.0,,11.73,0.0,20400.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20400,0,400.0
72805,46350.0,600.0,1500.0,,11.48,0.0,20400.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20400,0,700.0
72806,49440.0,800.0,1500.0,,11.45,0.0,18800.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,18800,0,250.0
72812,45540.0,900.0,2500.0,,11.51,0.0,25400.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,25400,0,730.0
72813,43800.0,600.0,3000.0,,11.21,41400.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41400,0,0,0,1200.0
72832,48410.0,800.0,0.0,,11.63,43200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43200,0,0,0,1100.0
72833,48410.0,800.0,800.0,,11.55,0.0,20400.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20400,0,480.0
72834,47360.0,400.0,2000.0,,11.64,0.0,20100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20100,0,900.0
72841,46740.0,800.0,2500.0,,11.03,0.0,20400.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20400,0,1100.0
72843,49440.0,600.0,1500.0,,11.76,0.0,20100.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,20100,0,1000.0
72844,47380.0,800.0,200.0,,11.75,0.0,15000.0,0.0,0.0,10000.0,15000.0,0.0,0,0,0,15000,0,1400.0
72852,47380.0,600.0,2200.0,,11.87,0.0,15200.0,0.0,0.0,10000.0,15000.0,0.0,0,0,0,15200,0,850.0
72853,48410.0,800.0,2000.0,,11.74,0.0,15200.0,0.0,0.0,10000.0,15000.0,0.0,0,0,0,15200,0,1300.0
72860,45210.0,400.0,3000.0,,11.29,0.0,16100.0,0.0,0.0,10000.0,0.0,15000.0,0,0,0,16100,0,1050.0
72863,46680.0,600.0,2000.0,,11.31,0.0,16500.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,16500,0,0.0
72867,43390.0,600.0,1300.0,,11.47,42300.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42300,0,0,0,1800.0
72868,47360.0,400.0,300.0,,11.63,43200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43200,0,0,0,1400.0
72869,48100.0,1000.0,1100.0,,11.78,0.0,21300.0,0.0,0.0,20000.0,0.0,0.0,0,0,0,21300,0,1630.0
72871,43900.0,700.0,2500.0,,11.63,0.0,18500.0,0.0,0.0,16000.0,0.0,0.0,0,0,0,18500,0,1450.0
72877,47360.0,600.0,300.0,,11.7,43500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43500,0,0,0,1750.0
72901,44370.0,800.0,500.0,,11.34,42800.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42800,0,0,0,1150.0
72904,46800.0,800.0,2000.0,,11.68,0.0,11600.0,0.0,0.0,30000.0,0.0,0.0,0,0,0,11600,0,1100.0
72928,40450.0,400.0,3000.0,,11.52,0.0,10600.0,0.0,0.0,25000.0,0.0,0.0,0,0,0,10600,0,700.0
72934,43800.0,600.0,2000.0,,11.11,41700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41700,0,0,0,400.0
72942,49400.0,800.0,300.0,,11.6,0.0,9400.0,0.0,0.0,25000.0,7000.0,0.0,0,0,0,9400,0,1070.0
72943,49440.0,800.0,1000.0,,11.57,0.0,7000.0,0.0,0.0,25000.0,7000.0,0.0,0,0,0,7000,0,1150.0
